ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
TCONS_00000185_ORF_3_ORF_12	2364	+	1	25	96	72	0.443	-0.212652128348717	0.000990883425071002
TCONS_00000185_ORF_3_ORF_13	2364	+	3	1644	1706	63	1.1638	-0.120474030479311	0.0184778715683334
TCONS_00000185_ORF_3_ORF_14	2364	+	1	280	333	54	0.5176	-0.0740833316400357	0.00242554529460006
TCONS_00000185_ORF_3_ORF_15	2364	+	2	1994	2047	54	0.9185	-0.19606242580024	0.00459810207805493
TCONS_00000081_ORF_4_ORF_1	3724	+	2	1418	1804	387	1.2006	0.124956334727238	0.767446059398374
TCONS_00000081_ORF_4_ORF_2	3724	+	3	2793	3164	372	0.9345	0.0112363905789017	0.358645696626145
TCONS_00000081_ORF_4_ORF_3	3724	+	3	237	587	351	0.8765	-0.000967270798114884	0.251583970749878
TCONS_00000081_ORF_4_ORF_4	3724	+	3	1506	1781	276	1.263	0.777648196203001	0.984139191896508
TCONS_00000081_ORF_4_ORF_5	3724	+	2	278	538	261	1.139	-0.0330374170766663	0.199916859366356
TCONS_00000081_ORF_4_ORF_6	3724	+	1	2815	3072	258	0.6945	-0.115495652810056	0.0306788135355499
TCONS_00000081_ORF_4_ORF_7	3724	+	2	2573	2824	252	0.5193	0.0195451173631507	0.0354126920650794
TCONS_00000081_ORF_4_ORF_8	3724	+	3	957	1181	225	0.7818	0.147494881421337	0.127262316448792
TCONS_00000081_ORF_4_ORF_9	3724	+	1	181	378	198	0.801	-0.153371209422941	0.0182171193478221
TCONS_00000081_ORF_4_ORF_10	3724	+	1	2539	2721	183	0.4817	0.00364010778040485	0.0133510550418974
TCONS_00000081_ORF_4_ORF_11	3724	+	1	3538	3714	177	1.1997	-0.0481154872441216	0.0989589889273882
TCONS_00000081_ORF_4_ORF_12	3724	+	2	1037	1177	141	0.7349	0.0171136458872906	0.0214988471406053
TCONS_00000081_ORF_4_ORF_13	3724	+	2	2168	2293	126	0.6852	0.249838714054157	0.0603739484922575
TCONS_00000081_ORF_4_ORF_14	3724	+	2	794	916	123	0.873	-0.0524202549671405	0.0186094658641736
TCONS_00000081_ORF_4_ORF_15	3724	+	1	1864	1983	120	0.7228	0.114143886643587	0.0291456366855828
TCONS_00000081_ORF_4_ORF_16	3724	+	3	2661	2780	120	0.6924	-0.0339709895333014	0.0108845452676994
TCONS_00000081_ORF_4_ORF_17	3724	+	3	2304	2405	102	0.8309	-0.210307517847746	0.00494966440118267
TCONS_00000081_ORF_4_ORF_18	3724	+	1	3439	3537	99	0.9519	0.12847109593488	0.0539556329271251
TCONS_00000081_ORF_4_ORF_19	3724	+	2	1967	2041	75	0.6146	-0.0624863868728261	0.00426029307394262
TCONS_00000081_ORF_4_ORF_20	3724	+	3	3648	3722	75	1.1074	0.128221763034735	0.0692599571414965
TCONS_00000081_ORF_4_ORF_21	3724	+	2	3416	3487	72	0.9178	-0.238945115306597	0.004016459982311
TCONS_00000081_ORF_4_ORF_22	3724	+	1	3082	3141	60	1.348	-0.0226026410945446	0.0545890994756601
TCONS_00000081_ORF_4_ORF_23	3724	+	2	1847	1900	54	0.6097	-0.368583840929556	0.000518803202066093
TCONS_00000086_ORF_1_ORF_1	1582	+	3	87	833	747	1.1872	0.584498336184964	0.999690871313462
TCONS_00000086_ORF_1_ORF_2	1582	+	2	1316	1438	123	0.8958	-0.277186698655857	0.00586307437958012
TCONS_00000086_ORF_1_ORF_3	1582	+	3	1155	1265	111	0.3318	-0.50285185540957	0.000187591410096909
TCONS_00000086_ORF_1_ORF_4	1582	+	1	388	489	102	1.0548	-0.160787015273938	0.0160842520485948
TCONS_00000086_ORF_1_ORF_5	1582	+	1	151	243	93	1.1722	0.0648016557812915	0.0801170353436482
TCONS_00000086_ORF_1_ORF_6	1582	+	1	640	717	78	1.1628	-0.249923637370653	0.0104482404488308
TCONS_00000086_ORF_1_ORF_7	1582	+	2	902	967	66	1.0154	-0.104185373283978	0.013271119990145
TCONS_00000086_ORF_1_ORF_8	1582	+	3	840	896	57	1.1332	-0.029953393175863	0.0278423783598832
TCONS_00000086_ORF_1_ORF_9	1582	+	2	1532	1582	51	1.079	-0.784722095192635	0.00022774256082962
TCONS_00000121_ORF_1_ORF_1	1494	+	1	82	714	633	1.2118	0.639552605232111	0.999275817581199
TCONS_00000121_ORF_1_ORF_2	1494	+	3	1077	1397	321	0.593	-0.00656133686829492	0.089907750352928
TCONS_00000121_ORF_1_ORF_3	1494	+	2	299	421	123	1.1988	-0.0167395734692894	0.0756188919677573
TCONS_00000121_ORF_1_ORF_4	1494	+	1	1405	1482	78	1.1873	0.0255741824703966	0.0578810830258234
TCONS_00000121_ORF_1_ORF_5	1494	+	2	989	1042	54	0.6043	-0.182220122634078	0.00178081545332519
TCONS_00000181_ORF_1_ORF_1	1040	+	3	135	680	546	1.1536	0.481973352027354	0.994085619586527
TCONS_00000181_ORF_1_ORF_2	1040	+	3	885	1037	153	0.4051	-0.264145343806145	0.00169185674849659
TCONS_00000181_ORF_1_ORF_3	1040	+	2	71	220	150	1.1574	0.622601535277308	0.826429614888836
TCONS_00000181_ORF_1_ORF_4	1040	+	1	424	567	144	1.2115	-0.224425172387662	0.0304692197269898
TCONS_00000181_ORF_1_ORF_5	1040	+	1	238	339	102	1.0548	-0.160787015273938	0.0165613912089404
TCONS_00000181_ORF_1_ORF_6	1040	+	1	664	756	93	1.144	0.00611592737204929	0.0539432104265032
TCONS_00000181_ORF_1_ORF_7	1040	+	1	589	651	63	1.085	0.00691755255042841	0.0323416330918458
TCONS_00000146_ORF_1_ORF_1	1933	+	2	149	697	549	1.1482	0.469737170220831	0.993413785111125
TCONS_00000146_ORF_1_ORF_2	1933	+	1	85	234	150	1.1574	0.622601535277308	0.819293353679807
TCONS_00000146_ORF_1_ORF_3	1933	+	3	438	581	144	1.2115	-0.224425172387662	0.0290555548932416
TCONS_00000146_ORF_1_ORF_4	1933	+	3	1317	1451	135	0.9234	-0.505078788407709	0.00182206143225502
TCONS_00000146_ORF_1_ORF_5	1933	+	3	1101	1223	123	0.8958	-0.277186698655857	0.00575195669898347
TCONS_00000146_ORF_1_ORF_6	1933	+	1	940	1050	111	0.3318	-0.50285185540957	0.000184016245489994
TCONS_00000146_ORF_1_ORF_7	1933	+	3	252	353	102	1.0548	-0.160787015273938	0.0157824967023545
TCONS_00000146_ORF_1_ORF_8	1933	+	2	1850	1933	84	0.6557	-0.228629071636232	0.00218974997387522
TCONS_00000146_ORF_1_ORF_9	1933	+	3	687	752	66	1.0154	-0.104185373283978	0.0130214431197003
TCONS_00000146_ORF_1_ORF_10	1933	+	1	625	681	57	1.1332	-0.029953393175863	0.0273261562669305
TCONS_00000145_ORF_4_ORF_1	4041	+	2	743	1519	777	0.4884	-0.196889937537432	0.756149972811347
TCONS_00000145_ORF_4_ORF_2	4041	+	3	93	353	261	1.0507	0.431637923079372	0.752352298860528
TCONS_00000145_ORF_4_ORF_3	4041	+	1	1348	1545	198	0.6112	-0.191168555487092	0.00747990303306497
TCONS_00000145_ORF_4_ORF_4	4041	+	2	29	178	150	1.1574	0.622601535277308	0.80154566049538
TCONS_00000145_ORF_4_ORF_5	4041	+	3	3381	3515	135	0.9234	-0.505078788407709	0.00162349801112981
TCONS_00000145_ORF_4_ORF_6	4041	+	2	2186	2314	129	1.0268	-0.148582130340095	0.0185435277180551
TCONS_00000145_ORF_4_ORF_7	4041	+	2	3914	4039	126	0.4416	-0.125516783040726	0.00278756037619944
TCONS_00000145_ORF_4_ORF_8	4041	+	3	3165	3287	123	0.8958	-0.277186698655857	0.00512732360229337
TCONS_00000145_ORF_4_ORF_9	4041	+	1	3004	3114	111	0.3318	-0.50285185540957	0.00016393332610877
TCONS_00000145_ORF_4_ORF_10	4041	+	1	196	297	102	1.0548	-0.160787015273938	0.0140840282288154
TCONS_00000145_ORF_4_ORF_11	4041	+	1	1696	1797	102	0.7679	-0.661404841209197	0.000254638811204768
TCONS_00000145_ORF_4_ORF_12	4041	+	3	2205	2297	93	0.932	-0.329675025746763	0.00302627618355513
TCONS_00000145_ORF_4_ORF_13	4041	+	1	1594	1680	87	0.7118	-0.271362074529273	0.00188917123989868
TCONS_00000145_ORF_4_ORF_14	4041	+	3	1014	1097	84	0.9204	-0.731979980136786	0.000229502637436043
TCONS_00000145_ORF_4_ORF_15	4041	+	3	465	542	78	1.0947	-0.195659981424206	0.0100397357694471
TCONS_00000145_ORF_4_ORF_16	4041	+	3	2568	2645	78	1.1628	-0.249923637370653	0.00914239365020702
TCONS_00000145_ORF_4_ORF_17	4041	+	3	2751	2816	66	1.0154	-0.104185373283978	0.0116166044939624
TCONS_00000145_ORF_4_ORF_18	4041	+	1	958	1017	60	0.6662	-0.552277056144783	0.000217377506545321
TCONS_00000145_ORF_4_ORF_19	4041	+	1	2689	2745	57	1.1332	-0.029953393175863	0.024416209771191
TCONS_00000145_ORF_4_ORF_20	4041	+	3	1353	1403	51	0.8008	-0.667859687296118	0.000155028543407551
TCONS_00000203_ORF_2_ORF_1	2740	+	2	818	1747	930	0.6527	0.21000165125909	0.99740160091816
TCONS_00000203_ORF_2_ORF_2	2740	+	1	319	978	660	1.2202	0.444713279477335	0.998185467920078
TCONS_00000203_ORF_2_ORF_3	2740	+	1	1759	2319	561	1.0365	0.414554335652247	0.987705831947152
TCONS_00000203_ORF_2_ORF_4	2740	+	1	2377	2634	258	0.7479	-0.171055852626988	0.0278643974683662
TCONS_00000203_ORF_2_ORF_5	2740	+	2	2216	2437	222	0.7346	-0.167832002638062	0.0183214572577843
TCONS_00000203_ORF_2_ORF_6	2740	+	3	1356	1565	210	0.888	0.0813129081354383	0.111573444427982
TCONS_00000203_ORF_2_ORF_7	2740	+	3	2511	2720	210	0.6378	0.171801869495054	0.084081659142132
TCONS_00000203_ORF_2_ORF_8	2740	+	2	1763	1909	147	1.217	-0.168517117951676	0.0406397489656921
TCONS_00000203_ORF_2_ORF_9	2740	+	3	21	86	66	0.9268	-0.354650111870399	0.0020301608018418
TCONS_00000180_ORF_1_ORF_1	1250	+	2	71	604	534	1.1003	0.586521607712519	0.995633257939284
TCONS_00000180_ORF_1_ORF_2	1250	+	3	1095	1247	153	0.4051	-0.264145343806145	0.0016725198722167
TCONS_00000180_ORF_1_ORF_3	1250	+	1	634	777	144	1.2115	-0.224425172387662	0.0301309024634935
TCONS_00000180_ORF_1_ORF_4	1250	+	3	372	473	102	1.0548	-0.160787015273938	0.0163748923724565
TCONS_00000180_ORF_1_ORF_5	1250	+	1	874	966	93	1.144	0.00611592737204929	0.0533585926836686
TCONS_00000180_ORF_1_ORF_6	1250	+	3	135	227	93	1.1722	0.0648016557812915	0.0814689339255173
TCONS_00000180_ORF_1_ORF_7	1250	+	1	799	861	63	1.085	0.00691755255042841	0.0319832111897962
TCONS_00000183_ORF_1_ORF_1	620	+	2	176	457	282	1.2175	0.58672482825189	0.954774645165701
TCONS_00000183_ORF_1_ORF_2	620	+	3	375	557	183	0.7085	-0.0199180671801726	0.0294931036124949
TCONS_00000183_ORF_1_ORF_3	620	+	3	228	329	102	1.2025	0.000219820114411112	0.070779866795131
TCONS_00000183_ORF_1_ORF_4	620	+	2	5	67	63	1.1638	-0.120474030479311	0.0202944438769344
TCONS_00000082_ORF_2_ORF_1	1158	+	3	147	533	387	1.2006	0.124956334727238	0.791607613333285
TCONS_00000082_ORF_2_ORF_2	1158	+	1	235	510	276	1.263	0.777648196203001	0.986192140347872
TCONS_00000082_ORF_2_ORF_3	1158	+	3	897	1022	126	0.6852	0.249838714054157	0.0688668584120615
TCONS_00000082_ORF_2_ORF_4	1158	+	2	593	712	120	0.7228	0.114143886643587	0.0334017648559074
TCONS_00000082_ORF_2_ORF_5	1158	+	1	1033	1134	102	0.8309	-0.210307517847746	0.00569318212276404
TCONS_00000082_ORF_2_ORF_6	1158	+	3	696	770	75	0.6146	-0.0624863868728261	0.00490076636133438
TCONS_00000082_ORF_2_ORF_7	1158	+	3	576	629	54	0.6097	-0.368583840929556	0.000597135053432851
TCONS_00000004_ORF_1_ORF_1	3716	+	2	194	2539	2346	1.2576	0.526360897601088	0.999999999993398
TCONS_00000004_ORF_1_ORF_2	3716	+	3	3057	3377	321	0.593	-0.00656133686829492	0.0804242319740937
TCONS_00000004_ORF_1_ORF_3	3716	+	1	775	999	225	1.2082	0.188704180744371	0.448927879117799
TCONS_00000004_ORF_1_ORF_4	3716	+	3	1842	2024	183	0.9067	0.0529572207371536	0.073239293451615
TCONS_00000004_ORF_1_ORF_5	3716	+	2	3575	3697	123	0.6717	-0.0271508814894115	0.0109280396129994
TCONS_00000004_ORF_1_ORF_6	3716	+	3	2280	2402	123	1.1988	-0.0167395734692894	0.0675307330276082
TCONS_00000004_ORF_1_ORF_7	3716	+	3	570	656	87	1.0447	-0.00723034200860571	0.0292690432276447
TCONS_00000004_ORF_1_ORF_8	3716	+	1	3385	3462	78	1.1873	0.0255741824703966	0.0515842781745671
TCONS_00000004_ORF_1_ORF_9	3716	+	3	690	755	66	1.0855	-0.261217670840167	0.00584048554229368
TCONS_00000004_ORF_1_ORF_10	3716	+	2	2969	3022	54	0.6043	-0.182220122634078	0.00157686795112976
TCONS_00000177_ORF_1_ORF_1	2085	+	2	56	802	747	1.2196	0.549888356386445	0.999649405278128
TCONS_00000177_ORF_1_ORF_2	2085	+	3	1422	1556	135	0.9234	-0.505078788407709	0.00180696615894495
TCONS_00000177_ORF_1_ORF_3	2085	+	2	1955	2083	129	0.3563	-0.12893155823765	0.00234353395791112
TCONS_00000177_ORF_1_ORF_4	2085	+	3	1206	1328	123	0.8958	-0.277186698655857	0.00570448940032115
TCONS_00000177_ORF_1_ORF_5	2085	+	1	1045	1155	111	0.3318	-0.50285185540957	0.000182489240927636
TCONS_00000177_ORF_1_ORF_6	2085	+	3	357	458	102	1.0548	-0.160787015273938	0.0156535568661884
TCONS_00000177_ORF_1_ORF_7	2085	+	3	120	212	93	1.1722	0.0648016557812915	0.0781078214708637
TCONS_00000177_ORF_1_ORF_8	2085	+	3	609	686	78	1.1628	-0.249923637370653	0.010166903808463
TCONS_00000177_ORF_1_ORF_9	2085	+	3	792	857	66	1.0154	-0.104185373283978	0.0129147645450074
TCONS_00000177_ORF_1_ORF_10	2085	+	1	730	786	57	1.1332	-0.029953393175863	0.027105504340073
TCONS_00000113_ORF_1_ORF_1	3256	+	3	705	2321	1617	1.2252	0.512908951187465	0.999999972788439
TCONS_00000113_ORF_1_ORF_2	3256	+	1	181	654	474	1.2752	0.479212638970083	0.990046531155512
TCONS_00000113_ORF_1_ORF_3	3256	+	1	2839	3159	321	0.593	-0.00656133686829492	0.0823094338896882
TCONS_00000113_ORF_1_ORF_4	3256	+	2	557	781	225	1.0552	0.128571564498637	0.255004059426387
TCONS_00000113_ORF_1_ORF_5	3256	+	1	1624	1806	183	0.9067	0.0529572207371536	0.0749698059401623
TCONS_00000113_ORF_1_ORF_6	3256	+	1	2062	2184	123	1.1988	-0.0167395734692894	0.069136424805516
TCONS_00000113_ORF_1_ORF_7	3256	+	2	3167	3244	78	1.1873	0.0255741824703966	0.0528322906438359
TCONS_00000113_ORF_1_ORF_8	3256	+	3	2751	2804	54	0.6043	-0.182220122634078	0.00161708101389185
TCONS_00000288_ORF_1_ORF_1	2409	+	3	960	1988	1029	1.2102	0.48226924206	0.999976299548459
TCONS_00000288_ORF_1_ORF_2	2409	+	2	299	1303	1005	1.0165	0.217264290961996	0.999698260671182
TCONS_00000288_ORF_1_ORF_3	2409	+	1	850	1143	294	1.3082	-0.178345379923642	0.223736890722736
TCONS_00000288_ORF_1_ORF_4	2409	+	3	2046	2303	258	0.7479	-0.171055852626988	0.0283602565679798
TCONS_00000288_ORF_1_ORF_5	2409	+	1	1885	2106	222	0.7346	-0.167832002638062	0.0186507536460864
TCONS_00000288_ORF_1_ORF_6	2409	+	2	2180	2389	210	0.6378	0.171801869495054	0.085489952446821
TCONS_00000288_ORF_1_ORF_7	2409	+	1	1318	1515	198	0.9742	0.0504435405455049	0.110952215217089
TCONS_00000288_ORF_1_ORF_8	2409	+	1	1531	1677	147	1.217	-0.168517117951676	0.0413532801651968
TCONS_00000288_ORF_1_ORF_9	2409	+	1	1	66	66	0.9268	-0.354650111870399	0.00206726602664199
TCONS_00000119_ORF_1_ORF_1	1538	+	3	240	1124	885	1.1966	0.410408926331086	0.999816617981915
TCONS_00000119_ORF_1_ORF_2	1538	+	1	370	567	198	1.0037	0.0045809230302914	0.0988641940956045
TCONS_00000119_ORF_1_ORF_3	1538	+	1	865	987	123	1.1988	-0.0167395734692894	0.0754504238287621
TCONS_00000115_ORF_1_ORF_1	3018	+	3	762	2711	1950	1.1236	0.460495434388175	0.999999998737187
TCONS_00000115_ORF_1_ORF_2	3018	+	1	181	1044	864	1.1682	0.416706209266797	0.99973299477021
TCONS_00000115_ORF_1_ORF_3	3018	+	1	2014	2196	183	0.9067	0.0529572207371536	0.0758798385938638
TCONS_00000115_ORF_1_ORF_4	3018	+	1	2452	2574	123	1.1988	-0.0167395734692894	0.0699810049753039
TCONS_00000115_ORF_1_ORF_5	3018	+	3	2877	2999	123	0.6717	-0.0271508814894115	0.0113495478201885
TCONS_00000115_ORF_1_ORF_6	3018	+	2	557	643	87	1.0447	-0.00723034200860571	0.0303762602940424
TCONS_00000115_ORF_1_ORF_7	3018	+	3	2799	2873	75	0.9704	-0.199553175930351	0.00655667621521027
TCONS_00000115_ORF_1_ORF_8	3018	+	2	677	742	66	1.0855	-0.261217670840167	0.0060669640966391
TCONS_00000111_ORF_1_ORF_1	3471	+	2	200	2518	2319	1.2576	0.532653763855613	0.999999999991519
TCONS_00000111_ORF_1_ORF_2	3471	+	3	3036	3356	321	0.593	-0.00656133686829492	0.081423350757653
TCONS_00000111_ORF_1_ORF_3	3471	+	1	781	1005	225	1.2082	0.188704180744371	0.452253486677749
TCONS_00000111_ORF_1_ORF_4	3471	+	3	1848	2045	198	1.0037	0.0045809230302914	0.0898148506889673
TCONS_00000111_ORF_1_ORF_5	3471	+	3	2259	2381	123	1.1988	-0.0167395734692894	0.068381585624145
TCONS_00000111_ORF_1_ORF_6	3471	+	3	576	662	87	1.0447	-0.00723034200860571	0.0296531485521996
TCONS_00000111_ORF_1_ORF_7	3471	+	1	3364	3441	78	1.1873	0.0255741824703966	0.0522454708390846
TCONS_00000111_ORF_1_ORF_8	3471	+	3	696	761	66	1.0855	-0.261217670840167	0.00591900648842211
TCONS_00000111_ORF_1_ORF_9	3471	+	2	2948	3001	54	0.6043	-0.182220122634078	0.00159815990417085
TCONS_00000230_ORF_2_ORF_1	1995	+	2	1265	1468	204	0.5705	-0.0682473493851596	0.0162529279152908
TCONS_00000230_ORF_2_ORF_2	1995	+	3	777	938	162	1.1676	0.386138263604086	0.560368622383684
TCONS_00000230_ORF_2_ORF_3	1995	+	3	1860	1994	135	0.7523	-0.542820152214043	0.000801520392642292
TCONS_00000230_ORF_2_ORF_4	1995	+	1	1141	1245	105	0.6934	-0.121790273688742	0.00598827521432929
TCONS_00000230_ORF_2_ORF_5	1995	+	3	1365	1439	75	0.7068	-0.379750417713284	0.000941813247531573
TCONS_00000230_ORF_2_ORF_6	1995	+	1	433	504	72	1.3065	0.0364870120062201	0.0826242761725313
TCONS_00000230_ORF_2_ORF_7	1995	+	3	168	239	72	0.6247	-0.0480501116744498	0.00511480342132706
TCONS_00000164_ORF_1_ORF_1	655	+	1	211	348	138	1.2399	0.81296492983522	0.947197891195713
TCONS_00000164_ORF_1_ORF_2	655	+	1	514	636	123	0.6717	-0.0271508814894115	0.0128993304807955
TCONS_00000164_ORF_1_ORF_3	655	+	2	89	211	123	1.1988	-0.0167395734692894	0.0788980034158828
TCONS_00000164_ORF_1_ORF_4	655	+	1	436	510	75	0.9704	-0.199553175930351	0.00745692779492004
TCONS_00000014_ORF_1_ORF_1	1160	+	1	217	693	477	1.1994	0.541766074756296	0.992359456709629
TCONS_00000014_ORF_1_ORF_2	1160	+	2	23	220	198	1.0037	0.0045809230302914	0.100726108014336
TCONS_00000014_ORF_1_ORF_3	1160	+	2	434	556	123	1.1988	-0.0167395734692894	0.0769090190098907
TCONS_00000187_ORF_1_ORF_1	1860	+	3	1416	1697	282	1.2175	0.58672482825189	0.951746331150223
TCONS_00000187_ORF_1_ORF_2	1860	+	3	990	1193	204	0.5876	-0.333169072785582	0.00352492472613734
TCONS_00000187_ORF_1_ORF_3	1860	+	1	1615	1797	183	0.7085	-0.0199180671801726	0.0276080160144268
TCONS_00000187_ORF_1_ORF_4	1860	+	3	69	215	147	0.4215	-0.0908640200865929	0.00456722646582671
TCONS_00000187_ORF_1_ORF_5	1860	+	3	345	452	108	0.6412	0.0506289304277491	0.0147067193895473
TCONS_00000187_ORF_1_ORF_6	1860	+	1	1468	1569	102	1.2025	0.000219820114411112	0.0664365322801838
TCONS_00000187_ORF_1_ORF_7	1860	+	3	1293	1394	102	0.9269	-0.148302536802536	0.0110514962624236
TCONS_00000187_ORF_1_ORF_8	1860	+	1	358	435	78	0.8063	-0.248296581928157	0.0030635760906473
TCONS_00000187_ORF_1_ORF_9	1860	+	1	25	96	72	0.443	-0.212652128348717	0.00101862004509173
TCONS_00000187_ORF_1_ORF_10	1860	+	3	843	914	72	0.9318	-0.113527925256511	0.00993410389606654
TCONS_00000187_ORF_1_ORF_11	1860	+	1	280	333	54	0.5176	-0.0740833316400357	0.00249334046746579
TCONS_00000187_ORF_1_ORF_12	1860	+	2	1193	1243	51	0.9007	-0.354295410292021	0.00165055386010132
TCONS_00000248_ORF_1_ORF_1	4025	+	2	2162	3604	1443	1.2164	0.468678985804509	0.999999731937127
TCONS_00000248_ORF_1_ORF_2	4025	+	2	461	808	348	0.7192	-0.0928732286917184	0.0961981216247893
TCONS_00000248_ORF_1_ORF_3	4025	+	3	2466	2759	294	1.3082	-0.178345379923642	0.208724978994369
TCONS_00000248_ORF_1_ORF_4	4025	+	2	3662	3919	258	0.7479	-0.171055852626988	0.0260180131457267
TCONS_00000248_ORF_1_ORF_5	4025	+	3	3501	3722	222	0.7346	-0.167832002638062	0.0170962981100494
TCONS_00000248_ORF_1_ORF_6	4025	+	1	3796	4005	210	0.6378	0.171801869495054	0.078812139818996
TCONS_00000248_ORF_1_ORF_7	4025	+	3	2934	3131	198	0.9742	0.0504435405455049	0.102508427538695
TCONS_00000248_ORF_1_ORF_8	4025	+	3	60	236	177	0.8511	-0.0462663832999057	0.0318049411404277
TCONS_00000248_ORF_1_ORF_9	4025	+	2	47	211	165	0.926	0.0401280772497575	0.0590999257893231
TCONS_00000248_ORF_1_ORF_10	4025	+	3	3147	3293	147	1.217	-0.168517117951676	0.0379799017903098
TCONS_00000248_ORF_1_ORF_11	4025	+	1	805	912	108	1.0352	-0.00321910663365899	0.0358492675422774
TCONS_00000248_ORF_1_ORF_12	4025	+	1	187	282	96	0.7268	-0.0551388634181728	0.00812743874025506
TCONS_00000248_ORF_1_ORF_13	4025	+	1	1888	1980	93	0.7257	0.357417332788318	0.0880083372623681
TCONS_00000248_ORF_1_ORF_14	4025	+	1	1039	1113	75	0.5924	-0.132168327204547	0.00254766133955773
TCONS_00000248_ORF_1_ORF_15	4025	+	1	1429	1500	72	1.2096	0.012195324491546	0.0474276590642726
TCONS_00000248_ORF_1_ORF_16	4025	+	3	1590	1655	66	0.9268	-0.354650111870399	0.00189230362982442
TCONS_00000248_ORF_1_ORF_17	4025	+	1	37	99	63	0.4201	-0.178382306990283	0.000930675454127693
TCONS_00000116_ORF_1_ORF_1	2997	+	3	231	1820	1590	1.2198	0.521863630262647	0.999999964984638
TCONS_00000116_ORF_1_ORF_2	2997	+	1	2338	2658	321	0.593	-0.00656133686829492	0.0833885060002246
TCONS_00000116_ORF_1_ORF_3	2997	+	2	83	307	225	1.0552	0.128571564498637	0.257711353710488
TCONS_00000116_ORF_1_ORF_4	2997	+	1	1150	1347	198	1.0037	0.0045809230302914	0.0919622590840656
TCONS_00000116_ORF_1_ORF_5	2997	+	1	1561	1683	123	1.1988	-0.0167395734692894	0.07005598312203
TCONS_00000116_ORF_1_ORF_6	2997	+	3	2856	2978	123	0.6717	-0.0271508814894115	0.0113624752852161
TCONS_00000116_ORF_1_ORF_7	2997	+	2	2666	2743	78	1.1873	0.0255741824703966	0.0535474681270106
TCONS_00000116_ORF_1_ORF_8	2997	+	1	115	180	66	0.9193	0.0906808552967685	0.0283281461155258
TCONS_00000116_ORF_1_ORF_9	2997	+	3	2250	2303	54	0.6043	-0.182220122634078	0.00164017157200954
TCONS_00000208_ORF_1_ORF_1	2173	+	1	70	1752	1683	1.1722	0.453044245129872	0.999999978845781
TCONS_00000208_ORF_1_ORF_2	2173	+	2	614	907	294	1.3082	-0.178345379923642	0.225992356144677
TCONS_00000208_ORF_1_ORF_3	2173	+	1	1810	2067	258	0.7479	-0.171055852626988	0.028719020161199
TCONS_00000208_ORF_1_ORF_4	2173	+	2	1649	1870	222	0.7346	-0.167832002638062	0.0188890776692145
TCONS_00000208_ORF_1_ORF_5	2173	+	3	1944	2153	210	0.6378	0.171801869495054	0.0865070757128437
TCONS_00000208_ORF_1_ORF_6	2173	+	2	1082	1279	198	0.9742	0.0504435405455049	0.112235098877084
TCONS_00000208_ORF_1_ORF_7	2173	+	2	1295	1441	147	1.217	-0.168517117951676	0.0418693257103734
TCONS_00000149_ORF_1_ORF_1	4607	+	3	1656	2000	345	1.0871	0.170897928679161	0.637186682559724
TCONS_00000149_ORF_1_ORF_2	4607	+	3	1230	1433	204	0.5876	-0.333169072785582	0.00303354093267739
TCONS_00000149_ORF_1_ORF_3	4607	+	1	2848	3045	198	0.6451	-0.149899531742777	0.0104383962620081
TCONS_00000149_ORF_1_ORF_4	4607	+	1	3796	3978	183	0.4062	-0.200841219609079	0.00286520710838807
TCONS_00000149_ORF_1_ORF_5	4607	+	2	1823	1990	168	0.6765	-0.00578013885349166	0.0197508903715842
TCONS_00000149_ORF_1_ORF_6	4607	+	2	2864	3031	168	0.5372	-0.25777013523687	0.00269423337182371
TCONS_00000149_ORF_1_ORF_7	4607	+	3	156	317	162	0.4025	-0.421560864312593	0.000587332661116672
TCONS_00000149_ORF_1_ORF_8	4607	+	2	2384	2533	150	1.2217	0.451602693613188	0.633888058913273
TCONS_00000149_ORF_1_ORF_9	4607	+	3	4215	4343	129	0.5217	-0.29729618113923	0.00130069553217663
TCONS_00000149_ORF_1_ORF_10	4607	+	1	2581	2703	123	0.5501	-0.561869183996013	0.000269604768436935
TCONS_00000149_ORF_1_ORF_11	4607	+	3	2550	2669	120	0.6465	-0.374181689384995	0.00113430449612784
TCONS_00000149_ORF_1_ORF_12	4607	+	3	2970	3080	111	0.7192	0.0205007358474679	0.0142641376642197
TCONS_00000149_ORF_1_ORF_13	4607	+	1	4450	4557	108	0.6692	-0.0105031775445802	0.00966337327688146
TCONS_00000149_ORF_1_ORF_14	4607	+	1	2269	2373	105	0.8941	-0.391710453927813	0.0020227589539699
TCONS_00000149_ORF_1_ORF_15	4607	+	3	1533	1634	102	0.9269	-0.148302536802536	0.00952091347460139
TCONS_00000149_ORF_1_ORF_16	4607	+	2	2003	2089	87	0.412	-0.235333463991127	0.000811681541209101
TCONS_00000149_ORF_1_ORF_17	4607	+	2	2261	2344	84	0.7897	-0.468112220586965	0.000702808044413851
TCONS_00000149_ORF_1_ORF_18	4607	+	2	2540	2623	84	0.3836	-0.399548371818421	0.000262878707368706
TCONS_00000149_ORF_1_ORF_19	4607	+	3	2799	2882	84	0.591	-0.346211370293811	0.000742349113128699
TCONS_00000149_ORF_1_ORF_20	4607	+	1	2137	2214	78	0.807	0.143102350729626	0.0277009721226574
