	#feature_id	TPM	gene
2421	ENSG00000162998.5	984.752111	FRZB
2422	ENSG00000162999.13	5.012524	DUSP19
2423	ENSG00000163001.12	30.283999	CFAP36
2424	ENSG00000163002.13	5.847945	NUP35
2425	ENSG00000163006.12	1.879697	CCDC138
2426	ENSG00000163026.12	33.834537	WDCP
2427	ENSG00000163029.16	32.581406	SMC6
2428	ENSG00000163032.12	48.245544	VSNL1
2429	ENSG00000163040.15	3.132828	CCDC74A
2430	ENSG00000163046.16	1.044276	ANKRD30BL
2431	ENSG00000163053.11	7.101076	SLC16A14
2432	ENSG00000163072.16	0.626566	NOSTRIN
2433	ENSG00000163075.13	7.936496	CFAP221
2434	ENSG00000163082.10	0.626566	SGPP2
2435	ENSG00000163083.6	2.923972	INHBB
2436	ENSG00000163093.12	7.936496	BBS5
2437	ENSG00000163126.15	1.044276	ANKRD23
2438	ENSG00000163161.14	54.302343	ERCC3
2439	ENSG00000163162.9	38.638206	RNF149
2440	ENSG00000163166.15	51.796081	IWS1
2441	ENSG00000163170.12	9.398483	BOLA3
2442	ENSG00000163171.8	30.492854	CDC42EP3
2443	ENSG00000163214.21	30.075144	DHX57
2444	ENSG00000163219.12	1.044276	ARHGAP25
2445	ENSG00000163235.16	16.081848	TGFA
2446	ENSG00000163249.13	8.980772	CCNYL1
2447	ENSG00000163251.4	30.70171	FZD5
2448	ENSG00000163273.4	2.923972	NPPC
2449	ENSG00000163328.14	20.676662	GPR155
2450	ENSG00000163331.12	6.683365	DAPL1
2451	ENSG00000163449.11	15.246427	TMEM169
2452	ENSG00000163466.16	138.26212	ARPC2
2453	ENSG00000163481.8	12.322455	RNF25
2454	ENSG00000163482.12	10.651614	STK36
2455	ENSG00000163492.16	16.290703	CCDC141
2456	ENSG00000163497.3	0.41771	FEV
2457	ENSG00000163510.14	40.726758	CWC22
2458	ENSG00000163516.14	64.327391	ANKZF1
2459	ENSG00000163521.16	1.461986	GLB1L
2460	ENSG00000163535.18	4.803669	SGO2
2461	ENSG00000163541.12	27.568882	SUCLG1
2462	ENSG00000163596.17	29.030868	ICA1L
2463	ENSG00000163794.6	0.626566	UCN
2464	ENSG00000163795.14	2.923972	ZNF513
2465	ENSG00000163798.13	93.567115	SLC4A1AP
2466	ENSG00000163803.13	0.41771	PLB1
2467	ENSG00000163811.12	45.112716	WDR43
2468	ENSG00000168280.18	96.073377	KIF5C
2469	ENSG00000168288.13	43.859585	MMADHC
2470	ENSG00000168385.18	651.001555	SEPTIN2
2471	ENSG00000168393.13	4.803669	DTYMK
2472	ENSG00000168395.16	25.06262	ING5
2473	ENSG00000168397.17	56.808605	ATG4B
2474	ENSG00000168497.5	13.784441	CAVIN2
2475	ENSG00000168505.7	0.208855	GBX2
2476	ENSG00000168702.18	8.563062	LRP1B
2477	ENSG00000168758.11	56.18204	SEMA4C
2478	ENSG00000168763.16	11.695889	CNNM3
2479	ENSG00000168874.13	9.189627	ATOH8
2480	ENSG00000168883.20	79.364963	USP39
2481	ENSG00000168887.11	12.1136	C2orf68
2482	ENSG00000168890.14	4.177103	TMEM150A
2483	ENSG00000168894.10	9.816193	RNF181
2484	ENSG00000168899.5	0.626566	VAMP5
2485	ENSG00000168906.13	83.750922	MAT2A
2486	ENSG00000168918.14	1.879697	INPP5D
2487	ENSG00000168958.20	53.675778	MFF
2488	ENSG00000169006.7	0.626566	NTSR2
2489	ENSG00000169016.17	25.06262	E2F6
2490	ENSG00000169031.21	82.706646	COL4A3
2491	ENSG00000169047.6	12.740165	IRS1
2492	ENSG00000169432.19	5.012524	SCN9A
2493	ENSG00000169554.23	95.446811	ZEB2
2494	ENSG00000169564.7	207.184325	PCBP1
2495	ENSG00000169599.13	3.968248	NFU1
2496	ENSG00000169604.21	34.669958	ANTXR1
2497	ENSG00000169621.10	0.41771	APLF
2498	ENSG00000169629.12	36.549654	RGPD8
2499	ENSG00000169679.15	0.835421	BUB1
2500	ENSG00000169756.16	14.828717	LIMS1
2501	ENSG00000169764.16	174.811775	UGP2
2502	ENSG00000169967.17	90.016577	MAP3K2
2503	ENSG00000170035.16	116.958893	UBE2E3
2504	ENSG00000170144.21	280.492489	HNRNPA3
2505	ENSG00000170264.13	189.013926	FAM161A
2506	ENSG00000170340.11	70.593046	B3GNT2
2507	ENSG00000170396.9	25.06262	ZNF804A
2508	ENSG00000170417.16	6.265655	TMEM182
2509	ENSG00000170485.17	5.847945	NPAS2
2510	ENSG00000170500.13	68.71335	LONRF2
2511	ENSG00000170577.8	0.41771	SIX2
2512	ENSG00000170634.13	16.708413	ACYP2
2513	ENSG00000170745.12	0.208855	KCNS3
2514	ENSG00000170802.17	13.784441	FOXN2
2515	ENSG00000171055.15	58.688302	FEZ2
2516	ENSG00000171103.11	15.664138	TRMT61B
2517	ENSG00000171132.14	41.562178	PRKCE
2518	ENSG00000171150.9	56.18204	SOCS5
2519	ENSG00000171174.15	5.847945	RBKS
2520	ENSG00000171227.7	58.688302	TMEM37
2521	ENSG00000171303.8	12.322455	KCNK3
2522	ENSG00000171450.6	12.53131	CDK5R2
2523	ENSG00000171551.12	144.31892	ECEL1
2524	ENSG00000171596.7	19.841241	NMUR1
2525	ENSG00000171853.16	12.94902	TRAPPC12
2526	ENSG00000171863.15	20.050096	RPS7
2527	ENSG00000171865.10	50.334095	RNASEH1
2528	ENSG00000171951.5	167.919554	SCG2
2529	ENSG00000172005.11	8.354207	MAL
2530	ENSG00000172059.11	12.53131	KLF11
2531	ENSG00000172071.15	20.676662	EIF2AK3
2532	ENSG00000172086.9	21.303227	KRCC1
2533	ENSG00000172292.15	19.423531	CERS6
2534	ENSG00000172318.6	3.968248	B3GALT1
2535	ENSG00000172428.11	8.354207	COPS9
2536	ENSG00000172845.18	79.573819	SP3
2537	ENSG00000172878.14	5.63909	METAP1D
2538	ENSG00000172954.14	27.777737	LCLAT1
2539	ENSG00000172965.17	1.461986	MIR4435-2HG
2540	ENSG00000172985.11	2.923972	SH3RF3
2541	ENSG00000173163.11	6.47451	COMMD1
2542	ENSG00000173166.18	23.391779	RAPH1
2543	ENSG00000173209.23	26.942317	AHSA2P
2544	ENSG00000173272.16	2.297407	MZT2A
2545	ENSG00000173349.6	2.506262	SFT2D3
2546	ENSG00000173692.14	311.820764	PSMD1
2547	ENSG00000173744.18	54.511199	AGFG1
2548	ENSG00000173960.14	24.436055	UBXN2A
2549	ENSG00000174453.10	6.265655	VWC2L
2550	ENSG00000174501.15	34.461103	ANKRD36C
2551	ENSG00000175084.13	0.208855	DES
2552	ENSG00000175497.17	6.892221	DPP10
2553	ENSG00000175874.10	4.594814	CREG2
2554	ENSG00000176204.14	22.556358	LRRTM4
2555	ENSG00000176407.18	44.903861	KCMF1
2556	ENSG00000176714.10	26.524606	CCDC121
2557	ENSG00000176720.6	2.715117	BOK
2558	ENSG00000176771.18	31.53713	NCKAP5
2559	ENSG00000176887.7	1.044276	SOX11
2560	ENSG00000176946.13	33.207972	THAP4
2561	ENSG00000177483.12	0.208855	RBM44
2562	ENSG00000177519.4	2.088552	RPRM
2563	ENSG00000177917.12	56.18204	ARL6IP6
2564	ENSG00000177994.16	0.208855	C2orf73
2565	ENSG00000178021.11	0.208855	TSPYL6
2566	ENSG00000178074.6	88.554591	C2orf69
2567	ENSG00000178162.8	6.47451	FAR2P2
2568	ENSG00000178171.11	14.411007	AMER3
2569	ENSG00000178295.15	11.695889	GEN1
2570	ENSG00000178385.15	40.309047	PLEKHM3
2571	ENSG00000178568.15	15.455282	ERBB4
2572	ENSG00000178623.13	4.385959	GPR35
2573	ENSG00000178662.16	92.105129	CSRNP3
2574	ENSG00000179270.7	82.915501	PCARE
2575	ENSG00000179818.16	16.081848	PCBP1-AS1
2576	ENSG00000179833.4	48.454399	SERTAD2
2577	ENSG00000179915.25	34.043392	NRXN1
2578	ENSG00000180228.14	190.684767	PRKRA
2579	ENSG00000180398.13	399.748789	MCFD2
2580	ENSG00000180902.18	17.752689	D2HGDH
2581	ENSG00000181378.14	3.968248	CFAP65
2582	ENSG00000181798.4	0.208855	LINC00471
2583	ENSG00000182263.14	8.145352	FIGN
2584	ENSG00000182389.20	21.929793	CACNB4
2585	ENSG00000182551.14	102.965597	ADI1
2586	ENSG00000182600.9	7.101076	SNORC
2587	ENSG00000183023.18	53.258068	SLC8A1
2588	ENSG00000183054.12	48.454399	RGPD6
2589	ENSG00000183091.21	2.088552	NEB
2590	ENSG00000183513.9	53.258068	COA5
2591	ENSG00000183671.13	4.385959	CMKLR2
2592	ENSG00000183891.6	4.177103	TTC32
2593	ENSG00000184182.19	19.214675	UBE2F
2594	ENSG00000184261.5	5.847945	KCNK12
2595	ENSG00000184731.6	2.088552	FAM110C
2596	ENSG00000184898.7	2.088552	RBM43
2597	ENSG00000184924.6	2.297407	PTRHD1
2598	ENSG00000185304.16	5.221379	RGPD2
2599	ENSG00000185404.17	0.835421	SP140L
2600	ENSG00000185414.20	25.898041	MRPL30
2601	ENSG00000186132.15	1.461986	C2orf76
2602	ENSG00000186235.12	4.177103	LINC02610
2603	ENSG00000186281.13	0.41771	GPAT2
2604	ENSG00000186487.21	24.018344	MYT1L
2605	ENSG00000186522.15	7.518786	SEPTIN10
2606	ENSG00000186854.11	0.208855	TRABD2A
2607	ENSG00000186889.10	7.727641	TMEM17
2608	ENSG00000187123.15	27.360027	LYPD6
2609	ENSG00000187231.14	77.276412	SESTD1
2610	ENSG00000187514.17	300.542585	PTMA
2611	ENSG00000187605.16	16.290703	TET3
2612	ENSG00000187699.10	3.968248	C2orf88
2613	ENSG00000187736.13	6.265655	NHEJ1
2614	ENSG00000187944.5	0.41771	C2orf66
2615	ENSG00000187957.8	454.259988	DNER
2616	ENSG00000188010.16	12.322455	MORN2
2617	ENSG00000188011.5	1.461986	RTP5
2618	ENSG00000188042.8	20.885517	ARL4C
2619	ENSG00000188177.14	42.815309	ZC3H6
2620	ENSG00000188389.11	0.208855	PDCD1
2621	ENSG00000188452.15	29.448579	CERKL
2622	ENSG00000188542.10	8.563062	DUSP28
2623	ENSG00000188674.11	0.208855	C2orf80
2624	ENSG00000188687.17	20.467806	SLC4A5
2625	ENSG00000188738.16	6.683365	FSIP2
2626	ENSG00000188760.11	6.47451	TMEM198
2627	ENSG00000188886.4	0.208855	ASTL
2628	ENSG00000189223.15	19.632386	PAX8-AS1
2629	ENSG00000189362.12	7.727641	NEMP2
2630	ENSG00000196141.14	28.195448	SPATS2L
2631	ENSG00000196151.11	6.683365	WDSUB1
2632	ENSG00000196290.17	12.94902	NIF3L1
2633	ENSG00000196504.19	85.421763	PRPF40A
2634	ENSG00000196659.10	30.075144	IFT70B
2635	ENSG00000196843.17	24.227199	ARID5A
2636	ENSG00000196862.10	1.461986	RGPD4
2637	ENSG00000196912.13	17.752689	ANKRD36B
2638	ENSG00000196950.14	45.321571	SLC39A10
2639	ENSG00000196975.16	25.689186	ANXA4
2640	ENSG00000197121.15	61.403419	PGAP1
2641	ENSG00000197223.12	11.487034	C1D
2642	ENSG00000197329.12	38.638206	PELI1
2643	ENSG00000197557.7	67.251364	IFT70A
2644	ENSG00000197635.11	1.253131	DPP4
2645	ENSG00000197713.15	21.303227	RPE
2646	ENSG00000197756.10	21.303227	RPL37A
2647	ENSG00000197872.11	54.928909	CYRIA
2648	ENSG00000198075.10	1.879697	SULT1C4
2649	ENSG00000198130.16	37.385075	HIBCH
2650	ENSG00000198142.5	8.563062	SOWAHC
2651	ENSG00000198369.10	43.65073	SPRED2
2652	ENSG00000198380.13	41.979889	GFPT1
2653	ENSG00000198399.16	82.288936	ITSN2
2654	ENSG00000198522.14	63.07426	GPN1
2655	ENSG00000198586.14	57.226316	TLK1
2656	ENSG00000198612.11	302.422281	COPS8
2657	ENSG00000198648.11	21.929793	STK39
2658	ENSG00000198885.10	1.253131	ITPRIPL1
2659	ENSG00000198925.12	76.649846	ATG9A
2660	ENSG00000204099.12	1.461986	NEU4
2661	ENSG00000204104.12	7.936496	TRAF3IP1
2662	ENSG00000204120.16	56.18204	GIGYF2
2663	ENSG00000204128.6	8.145352	C2orf72
2664	ENSG00000204186.10	53.049212	ZDBF2
2665	ENSG00000204217.16	144.110065	BMPR2
2666	ENSG00000204262.14	2.923972	COL5A2
2667	ENSG00000204311.15	1.253131	PJVK
2668	ENSG00000204335.4	0.208855	SP5
2669	ENSG00000204406.14	21.929793	MBD5
2670	ENSG00000204634.13	5.430234	TBC1D8
2671	ENSG00000204685.8	3.968248	STARD7-AS1
2672	ENSG00000204822.7	2.088552	MRPL53
2673	ENSG00000204843.13	212.405705	DCTN1
2674	ENSG00000204923.4	7.101076	FBXO48
2675	ENSG00000205221.13	0.208855	VIT
2676	ENSG00000205334.3	0.835421	LINC01460
2677	ENSG00000205795.5	5.430234	CYS1
2678	ENSG00000211460.12	242.689704	TSN
2679	ENSG00000212978.6	2.297407	C2orf74-DT
2680	ENSG00000213160.10	14.202151	KLHL23
2681	ENSG00000213225.7	0.41771	NOC2LP1
2682	ENSG00000213337.9	10.233903	ANKRD39
2683	ENSG00000213626.13	861.318707	LBH
2684	ENSG00000213639.10	657.893775	PPP1CB
2685	ENSG00000213699.9	16.081848	SLC35F6
2686	ENSG00000213901.11	0.208855	SLC23A3
2687	ENSG00000214595.13	21.929793	EML6
2688	ENSG00000216921.9	0.41771	FAM240C
2689	ENSG00000218739.10	3.341683	CEBPZOS
2690	ENSG00000219626.9	12.53131	FAM228B
2691	ENSG00000220804.10	0.41771	LINC01881
2692	ENSG00000221823.11	73.308164	PPP3R1
2693	ENSG00000221944.9	74.979005	TIGD1
2694	ENSG00000222014.6	0.835421	RAB6C
2695	ENSG00000222020.4	2.297407	HDAC4-AS1
2696	ENSG00000222033.1	0.208855	LINC01124
2697	ENSG00000222041.12	0.626566	CYTOR
2698	ENSG00000222724.1	0.208855	RNU2-63P
2699	ENSG00000223658.8	6.683365	C1GALT1C1L
2700	ENSG00000223923.2	0.626566	TNS1-AS1
2701	ENSG00000223935.3	0.41771	LGALSL-DT
2702	ENSG00000223960.8	12.53131	CHROMR
2703	ENSG00000224043.8	2.506262	CCNT2-AS1
2704	ENSG00000224152.2	59.106012	BAZ2B-AS1
2705	ENSG00000224165.7	6.47451	DNAJC27-AS1
2706	ENSG00000224272.2	0.208855	ENSG00000224272
2707	ENSG00000224287.2	10.233903	MSL3P1
2708	ENSG00000224376.2	0.626566	ENSG00000224376
2709	ENSG00000224568.3	0.835421	LINC01886
2710	ENSG00000225439.4	9.189627	BOLA3-DT
2711	ENSG00000225449.3	1.461986	RAB6C-AS1
2712	ENSG00000225649.7	1.461986	ENSG00000225649
2713	ENSG00000225889.10	2.297407	ENSG00000225889
2714	ENSG00000226124.9	5.012524	FTCDNL1
2715	ENSG00000226266.7	2.506262	ENSG00000226266
2716	ENSG00000226479.4	31.328275	TMEM185B
2717	ENSG00000226516.7	19.00582	FAM138B
2718	ENSG00000226833.7	5.221379	PPP1CB-DT
2719	ENSG00000227210.2	1.044276	WDR35-DT
2720	ENSG00000227252.2	5.63909	COPS8-DT
2721	ENSG00000228043.5	0.208855	SPOPL-DT
2722	ENSG00000228203.7	0.626566	GRASLND
2723	ENSG00000228474.6	12.740165	OST4
2724	ENSG00000228486.11	0.208855	C2orf92
2725	ENSG00000228784.9	2.715117	LINC00954
2726	ENSG00000229127.2	0.835421	KANSL1L-AS1
2727	ENSG00000229337.2	1.044276	ENSG00000229337
2728	ENSG00000229689.3	1.879697	ANKRD33BP1
2729	ENSG00000230006.8	0.208855	ANKRD36BP2
2730	ENSG00000230606.11	4.594814	APPAT
2731	ENSG00000230747.1	0.208855	ENSG00000230747
2732	ENSG00000231013.2	0.835421	SCTR-AS1
2733	ENSG00000231043.3	0.208855	ENSG00000231043
2734	ENSG00000231312.8	20.050096	MAP4K3-DT
2735	ENSG00000231584.9	12.322455	FAHD2CP
2736	ENSG00000231672.8	0.626566	DIRC3
2737	ENSG00000231747.1	0.41771	ENSG00000231747
2738	ENSG00000231908.2	0.626566	IDH1-AS1
2739	ENSG00000231943.10	1.670841	PGM5P4-AS1
2740	ENSG00000231969.3	0.208855	MMADHC-DT
2741	ENSG00000232044.8	15.246427	SILC1
2742	ENSG00000232931.6	23.182924	LINC00342
2743	ENSG00000233087.8	2.715117	RAB6D
2744	ENSG00000233143.2	0.41771	ENSG00000233143
2745	ENSG00000233221.7	0.208855	ARHGEF4-AS1
2746	ENSG00000233230.2	3.132828	ENSG00000233230
2747	ENSG00000233251.8	0.41771	ENSG00000233251
2748	ENSG00000233633.2	0.208855	ENSG00000233633
2749	ENSG00000233639.8	0.835421	PANTR1
2750	ENSG00000233654.2	0.626566	NEMP2-DT
2751	ENSG00000233723.10	1.044276	LINC01122
2752	ENSG00000233757.6	0.626566	ZNF892
2753	ENSG00000233762.3	0.208855	RPS15P4
2754	ENSG00000234028.4	3.341683	EIF2AK3-DT
2755	ENSG00000234171.4	7.101076	RNASEH1-DT
2756	ENSG00000235072.2	0.208855	ARNILA
2757	ENSG00000235092.7	2.506262	ID2-AS1
2758	ENSG00000235655.3	4.803669	H3P6
2759	ENSG00000235688.3	1.879697	SNTG2-AS1
2760	ENSG00000236047.1	0.208855	RPL13AP12
2761	ENSG00000236107.10	0.835421	SCN1A-AS1
2762	ENSG00000236255.2	0.41771	ENSG00000236255
2763	ENSG00000236283.5	0.41771	ENSG00000236283
2764	ENSG00000236432.8	11.695889	MFF-DT
2765	ENSG00000236502.2	4.803669	SIX3-AS1
2766	ENSG00000236824.2	14.411007	BCYRN1
2767	ENSG00000236859.8	11.695889	NIFK-AS1
2768	ENSG00000237298.10	8.354207	TTN-AS1
2769	ENSG00000237412.7	18.58811	PRSS56
2770	ENSG00000237651.8	7.309931	C2orf74
2771	ENSG00000237737.6	1.670841	DCTN1-AS1
2772	ENSG00000237753.2	2.923972	SLC20A1-DT
2773	ENSG00000237877.7	29.448579	LINC01473
2774	ENSG00000238207.2	1.461986	ENSG00000238207
2775	ENSG00000238317.2	0.208855	SNORD11
2776	ENSG00000239305.7	22.347503	RNF103
2777	ENSG00000239467.7	2.297407	ENSG00000239467
2778	ENSG00000239474.7	12.322455	KLHL41
2779	ENSG00000239779.7	26.315751	WBP1
2780	ENSG00000240344.9	3.759393	PPIL3
2781	ENSG00000240857.2	31.954841	RDH14
2782	ENSG00000241399.7	12.322455	CD302
2783	ENSG00000242412.1	0.208855	DBIL5P2
2784	ENSG00000243147.8	13.993296	MRPL33
2785	ENSG00000243244.7	33.625682	STON1
2786	ENSG00000243667.7	9.189627	DNAAF10
2787	ENSG00000243819.4	0.208855	RN7SL832P
2788	ENSG00000243943.10	201.127526	ZNF512
2789	ENSG00000247626.5	10.025048	MARS2
2790	ENSG00000250565.7	1.044276	ATP6V1E2
2791	ENSG00000251491.2	0.208855	OR7E28P
2792	ENSG00000259439.3	58.270592	LINC01833
2793	ENSG00000259793.1	0.208855	ENSG00000259793
2794	ENSG00000259863.1	0.208855	SH3RF3-AS1
2795	ENSG00000259915.2	0.41771	ENSG00000259915
2796	ENSG00000260077.1	2.088552	ENSG00000260077
2797	ENSG00000260101.1	1.670841	AFTPH-DT
2798	ENSG00000260163.1	1.044276	ENSG00000260163
2799	ENSG00000260634.1	7.518786	ENSG00000260634
2800	ENSG00000260742.1	0.208855	ITPRID2-DT
2801	ENSG00000260804.3	17.543834	LINC01963
2802	ENSG00000260942.1	8.354207	CAPN10-DT
2803	ENSG00000261096.1	1.044276	ENSG00000261096
2804	ENSG00000261186.2	0.41771	LINC03100
2805	ENSG00000261338.2	0.208855	ENSG00000261338
2806	ENSG00000261600.1	0.208855	ENSG00000261600
2807	ENSG00000267520.2	9.816193	ENSG00000267520
2808	ENSG00000267784.1	0.835421	ENSG00000267784
2809	ENSG00000269068.1	0.208855	ENSG00000269068
2810	ENSG00000269210.2	0.208855	ENSG00000269210
2811	ENSG00000269973.1	2.297407	ENSG00000269973
2812	ENSG00000270462.1	0.208855	ENSG00000270462
2813	ENSG00000270557.1	0.208855	ENSG00000270557
2814	ENSG00000270574.1	0.208855	ENSG00000270574
2815	ENSG00000270696.1	0.626566	ENSG00000270696
2816	ENSG00000270820.7	3.968248	USP34-DT
2817	ENSG00000271787.1	0.208855	ENSG00000271787
2818	ENSG00000271855.1	1.253131	ENSG00000271855
2819	ENSG00000271894.1	1.461986	ENSG00000271894
2820	ENSG00000271952.3	0.208855	LINC01954
2821	ENSG00000271991.2	0.208855	TTC32-DT
2822	ENSG00000272002.1	0.41771	LINC02973
2823	ENSG00000272054.1	0.835421	ENSG00000272054
2824	ENSG00000272606.1	1.044276	PPP4R3B-DT
2825	ENSG00000272622.2	1.461986	ENSG00000272622
2826	ENSG00000272663.1	0.835421	PPP1R21-DT
2827	ENSG00000272702.1	1.044276	ENSG00000272702
2828	ENSG00000272711.1	0.208855	HK2-DT
2829	ENSG00000272716.1	0.41771	SLC30A6-DT
2830	ENSG00000272851.1	0.208855	ENSG00000272851
2831	ENSG00000272902.2	1.044276	TBC1D8-AS1
2832	ENSG00000272944.1	0.208855	ENSG00000272944
2833	ENSG00000272994.1	8.980772	C2orf49-DT
2834	ENSG00000273045.7	2.088552	C2orf15
2835	ENSG00000273063.1	0.41771	ENSG00000273063
2836	ENSG00000273064.1	4.594814	ENSG00000273064
2837	ENSG00000273106.1	2.088552	PPM1B-DT
2838	ENSG00000273240.1	0.41771	ENSG00000273240
2839	ENSG00000273265.1	0.208855	CNNM3-DT
2840	ENSG00000273301.1	21.303227	ENSG00000273301
2841	ENSG00000273456.1	0.208855	ENSG00000273456
2842	ENSG00000273763.3	0.835421	ENSG00000273763
2843	ENSG00000274049.4	0.626566	INO80B-WBP1
2844	ENSG00000275052.5	179.824299	PPP4R3B
2845	ENSG00000275111.5	8.980772	ZNF2
2846	ENSG00000276334.1	0.835421	ENSG00000276334
2847	ENSG00000276517.1	2.506262	ENSG00000276517
2848	ENSG00000277701.5	15.037572	ENSG00000277701
2849	ENSG00000277893.2	1.670841	SRD5A2
2850	ENSG00000278957.1	0.208855	ENSG00000278957
2851	ENSG00000278962.1	0.41771	ENSG00000278962
2852	ENSG00000279166.1	1.670841	ENSG00000279166
2853	ENSG00000279205.1	0.208855	ENSG00000279205
2854	ENSG00000279227.1	2.506262	ENSG00000279227
2855	ENSG00000279254.1	0.835421	ENSG00000279254
2856	ENSG00000279267.1	2.923972	ENSG00000279267
2857	ENSG00000279317.3	0.835421	ENSG00000279317
2858	ENSG00000279348.1	2.088552	ENSG00000279348
2859	ENSG00000279485.1	0.208855	ENSG00000279485
2860	ENSG00000279519.1	1.461986	ENSG00000279519
2861	ENSG00000279544.1	1.461986	ENSG00000279544
2862	ENSG00000279598.1	0.208855	ENSG00000279598
2863	ENSG00000279791.1	1.461986	ENSG00000279791
2864	ENSG00000280119.1	0.626566	ENSG00000280119
2865	ENSG00000280257.1	0.208855	ENSG00000280257
2866	ENSG00000283031.2	0.41771	ENSG00000283031
2867	ENSG00000283196.2	2.088552	ENSG00000283196
2868	ENSG00000283839.2	1.044276	ENSG00000283839
2869	ENSG00000284052.1	3.132828	ENSG00000284052
2870	ENSG00000284308.2	4.177103	C2orf81
2871	ENSG00000284879.1	1.670841	NCAL1
2872	ENSG00000285542.1	0.41771	ENSG00000285542
2873	ENSG00000285793.1	0.835421	ANAPC1P2
2874	ENSG00000286053.2	1.044276	ASDURF
2875	ENSG00000286156.2	6.265655	BMS1P23
2876	ENSG00000286218.2	6.47451	ENSG00000286218
2877	ENSG00000286358.1	0.208855	ENSG00000286358
2878	ENSG00000286532.1	4.177103	PARTICL
2879	ENSG00000286545.1	2.088552	ENSG00000286545
2880	ENSG00000286623.1	0.41771	ENSG00000286623
2881	ENSG00000286679.1	0.41771	ENSG00000286679
2882	ENSG00000286833.2	2.088552	ENSG00000286833
2883	ENSG00000286889.1	20.885517	ENSG00000286889
2884	ENSG00000286905.1	1.253131	ENSG00000286905
2885	ENSG00000286942.1	0.626566	ENSG00000286942
2886	ENSG00000286957.1	0.626566	ENSG00000286957
2887	ENSG00000287115.2	0.208855	LINC02993
2888	ENSG00000287151.1	0.835421	C2orf27A
2889	ENSG00000287299.1	1.461986	ENSG00000287299
2890	ENSG00000287414.1	0.626566	ENSG00000287414
2891	ENSG00000287900.1	0.41771	ENSG00000287900
2892	ENSG00000288858.1	0.41771	ENSG00000288858
2893	ENSG00000288866.1	2.923972	ENSG00000288866
2894	ENSG00000288869.1	0.208855	SMANTIS
2895	ENSG00000288937.1	2.297407	ENSG00000288937
2896	ENSG00000288948.1	1.670841	ENSG00000288948
2897	ENSG00000289003.1	2.297407	ENSG00000289003
2898	ENSG00000289013.1	5.847945	ENSG00000289013
2899	ENSG00000289018.1	1.461986	ENSG00000289018
2900	ENSG00000289076.1	0.208855	ENSG00000289076
2901	ENSG00000289082.1	0.41771	ENSG00000289082
2902	ENSG00000289135.1	0.626566	ENSG00000289135
2903	ENSG00000289247.1	1.044276	ENSG00000289247
2904	ENSG00000289253.1	0.208855	ENSG00000289253
2905	ENSG00000289265.1	0.41771	ENSG00000289265
2906	ENSG00000289272.1	1.879697	ENSG00000289272
2907	ENSG00000289294.1	2.715117	ENSG00000289294
2908	ENSG00000289327.1	0.208855	ENSG00000289327
2909	ENSG00000289370.1	5.221379	ENSG00000289370
2910	ENSG00000289463.1	8.145352	ENSG00000289463
2911	ENSG00000289488.1	0.626566	ENSG00000289488
2912	ENSG00000289534.1	3.550538	ENSG00000289534
2913	ENSG00000289555.1	0.835421	ENSG00000289555
2914	ENSG00000289567.1	0.208855	ENSG00000289567
2915	ENSG00000289606.1	0.41771	ENSG00000289606
2916	ENSG00000289615.1	0.208855	ENSG00000289615
2917	ENSG00000003756.17	206.55776	RBM5
2918	ENSG00000004399.13	2.088552	PLXND1
2919	ENSG00000004534.15	69.339915	RBM6
2920	ENSG00000004838.14	5.430234	ZMYND10
2921	ENSG00000007402.12	12.1136	CACNA2D2
2922	ENSG00000008300.17	15.037572	CELSR3
2923	ENSG00000008324.12	7.727641	SS18L2
2924	ENSG00000008952.17	993.941738	SEC62
2925	ENSG00000010256.11	304.928543	UQCRC1
2926	ENSG00000010282.15	14.411007	HHATL
2927	ENSG00000010318.22	0.41771	PHF7
2928	ENSG00000010319.7	1.461986	SEMA3G
2929	ENSG00000010322.16	94.19368	NISCH
2930	ENSG00000011198.10	36.549654	ABHD5
2931	ENSG00000011376.12	17.752689	LARS2
2932	ENSG00000012171.20	21.512082	SEMA3B
2933	ENSG00000012223.13	0.208855	LTF
2934	ENSG00000013293.6	25.898041	SLC7A14
2935	ENSG00000013297.12	0.835421	CLDN11
2936	ENSG00000014257.16	0.41771	ACP3
2937	ENSG00000016391.11	9.189627	CHDH
2938	ENSG00000016864.19	22.765213	GLT8D1
2939	ENSG00000017260.20	129.281348	ATP2C1
2940	ENSG00000018408.15	10.025048	WWTR1
2941	ENSG00000023330.15	75.396715	ALAS1
2942	ENSG00000031081.11	4.177103	ARHGAP31
2943	ENSG00000033867.17	619.67328	SLC4A7
2944	ENSG00000034533.12	19.841241	ASTE1
2945	ENSG00000036054.13	156.85023	TBC1D23
2946	ENSG00000036828.17	1.253131	CASR
2947	ENSG00000041802.11	69.757626	LSG1
2948	ENSG00000041880.15	10.442758	PARP3
2949	ENSG00000043093.15	166.666423	DCUN1D1
2950	ENSG00000044524.11	22.347503	EPHA3
2951	ENSG00000047457.14	140.559527	CP
2952	ENSG00000047849.22	272.764848	MAP4
2953	ENSG00000051382.9	86.257184	PIK3CB
2954	ENSG00000053524.13	21.303227	MCF2L2
2955	ENSG00000055955.17	0.835421	ITIH4
2956	ENSG00000056736.10	5.012524	IL17RB
2957	ENSG00000057019.16	104.636439	DCBLD2
2958	ENSG00000058056.10	21.512082	USP13
